"No.","Time","Source","Destination","Protocol","Length","Info"
"262","3.650031","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=99 Ack=56 Win=131584 Len=25 TSval=287980654 TSecr=21124844"
"263","3.652326","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"264","3.652489","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=99 Ack=58 Win=131584 Len=25 TSval=287980662 TSecr=21124844"
"265","3.656282","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"266","3.656429","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=147 Ack=92 Win=131584 Len=25 TSval=287980663 TSecr=21124846"
"267","3.657113","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"268","3.657230","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=147 Ack=91 Win=131584 Len=25 TSval=287980663 TSecr=21124847"
"269","3.659111","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"270","3.659115","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"271","3.659116","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"272","3.659117","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"273","3.659118","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"274","3.659118","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"275","3.659119","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"276","3.659120","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"277","3.659121","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"278","3.659122","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"279","3.659122","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"280","3.659123","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"281","3.659124","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"282","3.659125","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"283","3.659125","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"284","3.661153","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=147 Ack=83 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"285","3.661206","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=172 Ack=94 Win=131584 Len=23 TSval=287980668 TSecr=21124847"
"286","3.661229","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=172 Ack=103 Win=131584 Len=23 TSval=287980668 TSecr=21124847"
"287","3.661249","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=172 Ack=94 Win=131584 Len=23 TSval=287980668 TSecr=21124847"
"288","3.661271","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=172 Ack=97 Win=131584 Len=23 TSval=287980668 TSecr=21124847"
"289","3.661291","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=124 Ack=68 Win=131584 Len=23 TSval=287980668 TSecr=21124847"
"290","3.661318","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=124 Ack=70 Win=131584 Len=23 TSval=287980668 TSecr=21124848"
"291","3.661339","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=172 Ack=104 Win=131584 Len=23 TSval=287980668 TSecr=21124848"
"292","3.661360","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=147 Ack=80 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"293","3.661380","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=147 Ack=82 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"294","3.661401","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=147 Ack=88 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"295","3.661421","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=147 Ack=85 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"296","3.661442","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=147 Ack=82 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"297","3.661463","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=147 Ack=83 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"298","3.661483","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=147 Ack=78 Win=131584 Len=25 TSval=287980668 TSecr=21124847"
"299","3.667960","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"300","3.668161","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=172 Ack=103 Win=131584 Len=23 TSval=287980676 TSecr=21124849"
"301","3.670441","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"302","3.670587","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=195 Ack=119 Win=131584 Len=25 TSval=287980679 TSecr=21124850"
"303","3.672978","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"304","3.673007","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"305","3.673008","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"306","3.673009","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"307","3.673010","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"308","3.673010","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"309","3.673011","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"310","3.673012","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"311","3.673013","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"312","3.673013","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"313","3.673014","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"314","3.673015","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"315","3.673138","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=195 Ack=107 Win=131584 Len=25 TSval=287980679 TSecr=21124850"
"316","3.673173","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=195 Ack=117 Win=131584 Len=25 TSval=287980679 TSecr=21124850"
"317","3.673196","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=172 Ack=97 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"318","3.673217","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=172 Ack=95 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"319","3.673237","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=172 Ack=92 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"320","3.673258","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=172 Ack=94 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"321","3.673279","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=172 Ack=100 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"322","3.673300","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=172 Ack=94 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"323","3.673321","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=172 Ack=96 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"324","3.673342","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=172 Ack=91 Win=131584 Len=23 TSval=287980679 TSecr=21124850"
"325","3.673365","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=195 Ack=106 Win=131584 Len=25 TSval=287980679 TSecr=21124850"
"326","3.673387","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=195 Ack=113 Win=131584 Len=25 TSval=287980679 TSecr=21124850"
"327","3.674356","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"328","3.674556","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=220 Ack=132 Win=131584 Len=23 TSval=287980685 TSecr=21124852"
"329","3.680213","10.0.0.10","10.0.0.11","FTP","87","Response: 230 User logged in."
"330","3.680221","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"331","3.680405","10.0.0.10","10.0.0.11","TCP","87","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=195 Ack=113 Win=131584 Len=21 TSval=287980685 TSecr=21124852"
"332","3.680446","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=147 Ack=82 Win=131584 Len=25 TSval=287980685 TSecr=21124850"
"333","3.683052","10.0.0.10","10.0.0.11","TCP","74","21  >  42368 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=287980692 TSecr=21124854"
"334","3.683056","10.0.0.10","10.0.0.11","TCP","66","21  >  42356 [ACK] Seq=216 Ack=114 Win=131584 Len=0 TSval=287980692 TSecr=21124854"
"335","3.683057","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"336","3.683181","10.0.0.10","10.0.0.11","TCP","74","[TCP Out-Of-Order] 21  >  42368 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=287980692 TSecr=21124854"
"337","3.683216","10.0.0.10","10.0.0.11","TCP","66","[TCP Dup ACK 334#1] 21  >  42356 [ACK] Seq=216 Ack=114 Win=131584 Len=0 TSval=287980692 TSecr=21124854"
"338","3.683239","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=195 Ack=116 Win=131584 Len=25 TSval=287980692 TSecr=21124851"
"339","3.683875","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"340","3.683878","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"341","3.683899","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"342","3.683900","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"343","3.683901","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"344","3.684019","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=147 Ack=85 Win=131584 Len=25 TSval=287980692 TSecr=21124850"
"345","3.684054","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=220 Ack=130 Win=131584 Len=23 TSval=287980692 TSecr=21124852"
"346","3.684076","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=220 Ack=120 Win=131584 Len=23 TSval=287980692 TSecr=21124852"
"347","3.684097","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=220 Ack=126 Win=131584 Len=23 TSval=287980692 TSecr=21124852"
"348","3.684118","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=220 Ack=119 Win=131584 Len=23 TSval=287980692 TSecr=21124852"
"349","3.684213","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"350","3.684224","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"351","3.684225","10.0.0.10","10.0.0.11","TCP","66","21  >  42356 [FIN, ACK] Seq=216 Ack=114 Win=131584 Len=0 TSval=287980692 TSecr=21124854"
"352","3.684307","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=195 Ack=111 Win=131584 Len=25 TSval=287980692 TSecr=21124852"
"353","3.684333","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=172 Ack=95 Win=131584 Len=23 TSval=287980692 TSecr=21124854"
"354","3.684354","10.0.0.10","10.0.0.11","TCP","66","[TCP Out-Of-Order] 21  >  42356 [FIN, ACK] Seq=216 Ack=114 Win=131584 Len=0 TSval=287980692 TSecr=21124854"
"355","3.684813","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"356","3.684834","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"357","3.684928","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"358","3.684956","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42368 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980695 TSecr=21124855"
"359","3.684989","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=195 Ack=111 Win=131584 Len=25 TSval=287980695 TSecr=21124852"
"360","3.685068","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=220 Ack=129 Win=131584 Len=23 TSval=287980695 TSecr=21124855"
"361","3.685181","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"362","3.685266","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=195 Ack=108 Win=131584 Len=25 TSval=287980696 TSecr=21124852"
"363","3.689139","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"364","3.689142","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"365","3.689143","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"366","3.689171","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"367","3.689172","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"368","3.689173","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"369","3.689174","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"370","3.689175","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"371","3.689175","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"372","3.689176","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"373","3.689177","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"374","3.689178","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"375","3.689178","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"376","3.689179","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"377","3.689180","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"378","3.689181","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"379","3.689324","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=195 Ack=112 Win=131584 Len=25 TSval=287980697 TSecr=21124852"
"380","3.689361","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=195 Ack=103 Win=131584 Len=25 TSval=287980697 TSecr=21124852"
"381","3.689383","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=172 Ack=100 Win=131584 Len=23 TSval=287980697 TSecr=21124855"
"382","3.689404","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=195 Ack=110 Win=131584 Len=25 TSval=287980697 TSecr=21124852"
"383","3.689425","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=220 Ack=126 Win=131584 Len=23 TSval=287980697 TSecr=21124855"
"384","3.689445","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=195 Ack=106 Win=131584 Len=25 TSval=287980697 TSecr=21124852"
"385","3.689465","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42368 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980697 TSecr=21124855"
"386","3.689485","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=220 Ack=126 Win=131584 Len=23 TSval=287980697 TSecr=21124855"
"387","3.689505","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=220 Ack=123 Win=131584 Len=23 TSval=287980697 TSecr=21124855"
"388","3.689526","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=243 Ack=147 Win=131584 Len=25 TSval=287980697 TSecr=21124854"
"389","3.689546","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=243 Ack=138 Win=131584 Len=25 TSval=287980697 TSecr=21124855"
"390","3.689566","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=243 Ack=142 Win=131584 Len=25 TSval=287980697 TSecr=21124855"
"391","3.689587","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=243 Ack=135 Win=131584 Len=25 TSval=287980697 TSecr=21124855"
"392","3.689607","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=243 Ack=143 Win=131584 Len=25 TSval=287980697 TSecr=21124855"
"393","3.689628","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=195 Ack=109 Win=131584 Len=25 TSval=287980697 TSecr=21124855"
"394","3.689648","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=243 Ack=138 Win=131584 Len=25 TSval=287980697 TSecr=21124855"
"395","3.693598","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"396","3.693604","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"397","3.693604","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"398","3.693605","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"399","3.693606","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"400","3.693607","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"401","3.693608","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"402","3.693608","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"403","3.693609","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"404","3.693610","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"405","3.693611","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"406","3.693611","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"407","3.694965","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"408","3.694968","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"409","3.694968","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"410","3.694969","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"411","3.695411","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=243 Ack=141 Win=131584 Len=25 TSval=287980702 TSecr=21124856"
"412","3.695477","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=220 Ack=127 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"413","3.695501","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=268 Ack=157 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"414","3.695522","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=268 Ack=158 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"415","3.695543","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=268 Ack=150 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"416","3.695563","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=268 Ack=153 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"417","3.695584","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=268 Ack=162 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"418","3.695629","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=268 Ack=153 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"419","3.695651","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=220 Ack=118 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"420","3.695681","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=220 Ack=125 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"421","3.695712","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=220 Ack=121 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"422","3.695776","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=220 Ack=124 Win=131584 Len=23 TSval=287980702 TSecr=21124856"
"423","3.695798","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42368 [PSH, ACK] Seq=51 Ack=27 Win=131584 Len=25 TSval=287980702 TSecr=21124856"
"424","3.695824","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=243 Ack=141 Win=131584 Len=25 TSval=287980702 TSecr=21124856"
"425","3.695844","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=243 Ack=136 Win=131584 Len=25 TSval=287980702 TSecr=21124856"
"426","3.695865","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=195 Ack=114 Win=131584 Len=25 TSval=287980702 TSecr=21124856"
"427","3.703829","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"428","3.703835","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"429","3.703836","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"430","3.703836","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"431","3.703837","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"432","3.703838","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"433","3.703839","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"434","3.703840","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"435","3.703840","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"436","3.703841","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"437","3.703842","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"438","3.704024","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=291 Ack=167 Win=131584 Len=25 TSval=287980710 TSecr=21124858"
"439","3.704063","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=291 Ack=164 Win=131584 Len=25 TSval=287980710 TSecr=21124858"
"440","3.704086","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=268 Ack=156 Win=131584 Len=23 TSval=287980710 TSecr=21124859"
"441","3.704107","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=268 Ack=156 Win=131584 Len=23 TSval=287980710 TSecr=21124859"
"442","3.704128","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=268 Ack=151 Win=131584 Len=23 TSval=287980710 TSecr=21124859"
"443","3.704149","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42368 [PSH, ACK] Seq=76 Ack=42 Win=131584 Len=23 TSval=287980710 TSecr=21124859"
"444","3.704169","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=243 Ack=133 Win=131584 Len=25 TSval=287980710 TSecr=21124858"
"445","3.704190","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=291 Ack=166 Win=131584 Len=25 TSval=287980710 TSecr=21124858"
"446","3.704211","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=220 Ack=129 Win=131584 Len=23 TSval=287980710 TSecr=21124859"
"447","3.704232","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=291 Ack=171 Win=131584 Len=25 TSval=287980710 TSecr=21124859"
"448","3.704252","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=291 Ack=177 Win=131584 Len=25 TSval=287980710 TSecr=21124859"
"449","3.704418","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"450","3.704507","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=243 Ack=140 Win=131584 Len=25 TSval=287980710 TSecr=21124859"
"451","3.704631","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"452","3.704728","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=291 Ack=173 Win=131584 Len=25 TSval=287980710 TSecr=21124859"
"453","3.705272","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"454","3.705361","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=243 Ack=142 Win=131584 Len=25 TSval=287980716 TSecr=21124859"
"455","3.707051","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"456","3.707053","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"457","3.707054","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"458","3.707054","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
