"No.","Time","Source","Destination","Protocol","Length","Info"
"66","3.609691","10.0.0.10","10.0.0.11","TCP","74","[TCP Out-Of-Order] 21  >  42362 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=287980619 TSecr=21124836"
"67","3.609711","10.0.0.10","10.0.0.11","TCP","74","[TCP Out-Of-Order] 21  >  42364 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=287980619 TSecr=21124836"
"68","3.609731","10.0.0.10","10.0.0.11","TCP","74","[TCP Out-Of-Order] 21  >  42366 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=287980619 TSecr=21124836"
"69","3.613268","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"70","3.613272","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"71","3.613273","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"72","3.613273","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"73","3.613274","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"74","3.613275","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"75","3.613276","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"76","3.613276","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"77","3.613277","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"78","3.613278","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"79","3.613279","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"80","3.613279","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"81","3.613280","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"82","3.613281","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"83","3.613281","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"84","3.613282","10.0.0.10","10.0.0.11","FTP","93","Response: 220 Microsoft FTP Service"
"85","3.613422","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"86","3.613467","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"87","3.613491","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"88","3.613512","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"89","3.613533","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"90","3.613554","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"91","3.613575","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"92","3.613596","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"93","3.613618","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"94","3.613639","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"95","3.613661","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"96","3.613682","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"97","3.613705","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"98","3.613727","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"99","3.613749","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"100","3.613771","10.0.0.10","10.0.0.11","TCP","93","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=27 TSval=287980621 TSecr=21124836"
"101","3.615146","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"102","3.615348","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"103","3.615499","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"104","3.615501","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"105","3.615514","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"106","3.615515","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"107","3.615516","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"108","3.615517","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"109","3.615633","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"110","3.615662","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"111","3.615684","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"112","3.615705","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"113","3.615726","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"114","3.615792","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"115","3.615803","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"116","3.615803","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"117","3.615804","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"118","3.615805","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"119","3.615833","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"120","3.616030","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"121","3.616031","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"122","3.616032","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"123","3.616032","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"124","3.619289","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"125","3.619349","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"126","3.619372","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"127","3.619393","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=28 Ack=16 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"128","3.619421","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"129","3.619443","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980626 TSecr=21124837"
"130","3.619464","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980626 TSecr=21124838"
"131","3.619484","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980626 TSecr=21124838"
"132","3.619505","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=28 Ack=14 Win=131584 Len=23 TSval=287980626 TSecr=21124838"
"133","3.621487","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"134","3.621492","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"135","3.621493","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"136","3.621652","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=51 Ack=29 Win=131584 Len=25 TSval=287980630 TSecr=21124838"
"137","3.621689","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=51 Ack=31 Win=131584 Len=25 TSval=287980630 TSecr=21124838"
"138","3.621762","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=51 Ack=31 Win=131584 Len=25 TSval=287980630 TSecr=21124838"
"139","3.621902","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"140","3.622007","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=51 Ack=31 Win=131584 Len=25 TSval=287980630 TSecr=21124838"
"141","3.622486","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"142","3.622604","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=51 Ack=32 Win=131584 Len=25 TSval=287980630 TSecr=21124838"
"143","3.623504","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"144","3.623616","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=51 Ack=35 Win=131584 Len=25 TSval=287980634 TSecr=21124838"
"145","3.626005","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"146","3.626008","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"147","3.626009","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"148","3.626009","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"149","3.626010","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"150","3.626011","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"151","3.626012","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"152","3.626013","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"153","3.626013","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"154","3.626014","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"155","3.626155","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=51 Ack=29 Win=131584 Len=25 TSval=287980634 TSecr=21124838"
"156","3.626189","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=51 Ack=25 Win=131584 Len=25 TSval=287980634 TSecr=21124839"
"157","3.626212","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=51 Ack=30 Win=131584 Len=25 TSval=287980634 TSecr=21124839"
"158","3.626234","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=76 Ack=44 Win=131584 Len=23 TSval=287980634 TSecr=21124839"
"159","3.626255","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=76 Ack=42 Win=131584 Len=23 TSval=287980634 TSecr=21124839"
"160","3.626275","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=76 Ack=44 Win=131584 Len=23 TSval=287980634 TSecr=21124839"
"161","3.626337","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"162","3.626365","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=76 Ack=44 Win=131584 Len=23 TSval=287980634 TSecr=21124840"
"163","3.626388","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=76 Ack=46 Win=131584 Len=23 TSval=287980634 TSecr=21124840"
"164","3.626409","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=51 Ack=28 Win=131584 Len=25 TSval=287980634 TSecr=21124839"
"165","3.626429","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=51 Ack=30 Win=131584 Len=25 TSval=287980634 TSecr=21124839"
"166","3.626512","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=51 Ack=29 Win=131584 Len=25 TSval=287980634 TSecr=21124839"
"167","3.626664","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"168","3.626766","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=51 Ack=29 Win=131584 Len=25 TSval=287980634 TSecr=21124839"
"169","3.626961","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"170","3.627053","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=76 Ack=49 Win=131584 Len=23 TSval=287980637 TSecr=21124840"
"171","3.627208","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"172","3.627305","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=51 Ack=27 Win=131584 Len=25 TSval=287980637 TSecr=21124839"
"173","3.627978","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"174","3.627980","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"175","3.627983","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"176","3.627984","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"177","3.628101","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=76 Ack=44 Win=131584 Len=23 TSval=287980638 TSecr=21124841"
"178","3.628128","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=76 Ack=44 Win=131584 Len=23 TSval=287980638 TSecr=21124841"
"179","3.628148","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=76 Ack=43 Win=131584 Len=23 TSval=287980638 TSecr=21124841"
"180","3.628168","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=76 Ack=39 Win=131584 Len=23 TSval=287980638 TSecr=21124841"
"181","3.628288","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"182","3.628299","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"183","3.628300","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"184","3.628382","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=76 Ack=42 Win=131584 Len=23 TSval=287980638 TSecr=21124841"
"185","3.628407","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=76 Ack=43 Win=131584 Len=23 TSval=287980639 TSecr=21124841"
"186","3.628428","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=76 Ack=43 Win=131584 Len=23 TSval=287980639 TSecr=21124841"
"187","3.628557","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"188","3.628559","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"189","3.628647","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=51 Ack=29 Win=131584 Len=25 TSval=287980639 TSecr=21124839"
"190","3.628707","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=76 Ack=41 Win=131584 Len=23 TSval=287980639 TSecr=21124841"
"191","3.628823","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"192","3.628924","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=51 Ack=30 Win=131584 Len=25 TSval=287980639 TSecr=21124839"
"193","3.629310","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"194","3.629433","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=99 Ack=57 Win=131584 Len=25 TSval=287980639 TSecr=21124841"
"195","3.630166","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"196","3.630278","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=99 Ack=56 Win=131584 Len=25 TSval=287980640 TSecr=21124841"
"197","3.630411","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"198","3.630525","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=99 Ack=63 Win=131584 Len=25 TSval=287980641 TSecr=21124841"
"199","3.630968","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"200","3.631109","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=99 Ack=53 Win=131584 Len=25 TSval=287980641 TSecr=21124841"
"201","3.637593","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"202","3.637621","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"203","3.637630","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"204","3.637631","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"205","3.637632","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"206","3.637633","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"207","3.637641","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"208","3.637642","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"209","3.637643","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"210","3.637649","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"211","3.639126","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=99 Ack=64 Win=131584 Len=25 TSval=287980642 TSecr=21124841"
"212","3.639173","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=99 Ack=60 Win=131584 Len=25 TSval=287980643 TSecr=21124841"
"213","3.639196","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=99 Ack=58 Win=131584 Len=25 TSval=287980643 TSecr=21124841"
"214","3.639216","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42364 [PSH, ACK] Seq=76 Ack=42 Win=131584 Len=23 TSval=287980643 TSecr=21124841"
"215","3.639237","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42366 [PSH, ACK] Seq=76 Ack=43 Win=131584 Len=23 TSval=287980643 TSecr=21124841"
"216","3.639257","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=124 Ack=70 Win=131584 Len=23 TSval=287980643 TSecr=21124841"
"217","3.639278","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=124 Ack=69 Win=131584 Len=23 TSval=287980643 TSecr=21124841"
"218","3.639298","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=124 Ack=76 Win=131584 Len=23 TSval=287980643 TSecr=21124842"
"219","3.639318","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=124 Ack=66 Win=131584 Len=23 TSval=287980643 TSecr=21124842"
"220","3.639339","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=99 Ack=57 Win=131584 Len=25 TSval=287980643 TSecr=21124841"
"221","3.642097","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"222","3.642100","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"223","3.642101","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"224","3.642101","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"225","3.642102","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"226","3.642103","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"227","3.642210","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=99 Ack=55 Win=131584 Len=25 TSval=287980646 TSecr=21124841"
"228","3.642241","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=99 Ack=61 Win=131584 Len=25 TSval=287980646 TSecr=21124841"
"229","3.642264","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=99 Ack=59 Win=131584 Len=25 TSval=287980646 TSecr=21124841"
"230","3.642284","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=99 Ack=57 Win=131584 Len=25 TSval=287980646 TSecr=21124841"
"231","3.642305","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=99 Ack=56 Win=131584 Len=25 TSval=287980646 TSecr=21124841"
"232","3.642368","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=99 Ack=50 Win=131584 Len=25 TSval=287980646 TSecr=21124841"
"233","3.649496","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"234","3.649502","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"235","3.649504","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"236","3.649504","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"237","3.649505","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"238","3.649506","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"239","3.649507","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"240","3.649508","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"241","3.649509","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"242","3.649509","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"243","3.649510","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"244","3.649511","10.0.0.10","10.0.0.11","FTP","89","Response: 331 Password required"
"245","3.649512","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"246","3.649513","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"247","3.649513","10.0.0.10","10.0.0.11","FTP","91","Response: 530 User cannot log in."
"248","3.649714","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42340 [PSH, ACK] Seq=147 Ack=91 Win=131584 Len=25 TSval=287980654 TSecr=21124844"
"249","3.649762","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42344 [PSH, ACK] Seq=147 Ack=85 Win=131584 Len=25 TSval=287980654 TSecr=21124844"
"250","3.649784","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42346 [PSH, ACK] Seq=124 Ack=73 Win=131584 Len=23 TSval=287980654 TSecr=21124844"
"251","3.649805","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42348 [PSH, ACK] Seq=124 Ack=77 Win=131584 Len=23 TSval=287980654 TSecr=21124844"
"252","3.649826","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42350 [PSH, ACK] Seq=124 Ack=70 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"253","3.649846","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42352 [PSH, ACK] Seq=124 Ack=71 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"254","3.649867","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42336 [PSH, ACK] Seq=124 Ack=71 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"255","3.649888","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42354 [PSH, ACK] Seq=124 Ack=67 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"256","3.649908","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42356 [PSH, ACK] Seq=124 Ack=73 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"257","3.649928","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42358 [PSH, ACK] Seq=124 Ack=69 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"258","3.649949","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42360 [PSH, ACK] Seq=124 Ack=68 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"259","3.649969","10.0.0.10","10.0.0.11","TCP","89","[TCP Retransmission] 21  >  42362 [PSH, ACK] Seq=124 Ack=62 Win=131584 Len=23 TSval=287980654 TSecr=21124845"
"260","3.649990","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42342 [PSH, ACK] Seq=147 Ack=82 Win=131584 Len=25 TSval=287980654 TSecr=21124844"
"261","3.650010","10.0.0.10","10.0.0.11","TCP","91","[TCP Retransmission] 21  >  42338 [PSH, ACK] Seq=147 Ack=82 Win=131584 Len=25 TSval=287980654 TSecr=21124844"
